"date","exchange_rate"
"2017-06-21","0.7894529091339701"
"2017-06-22","0.7899518129394106"
"2017-06-23","0.7857311228097745"
"2017-06-26","0.7854225573358466"
"2017-06-27","0.781799702916113"
"2017-06-28","0.7730364873222015"
"2017-06-29","0.7701786814540974"
"2017-06-30","0.7695267410542516"
"2017-07-03","0.7721411474017451"
"2017-07-05","0.7731560228854182"
"2017-07-06","0.7711884013264441"
"2017-07-07","0.7763975155279503"
"2017-07-10","0.776156473144986"
"2017-07-11","0.7781495603454984"
"2017-07-12","0.7758553805570642"
"2017-07-13","0.7739339060444238"
"2017-07-14","0.7645844483523204"
"2017-07-17","0.765814060346148"
"2017-07-18","0.7676953784738216"
"2017-07-19","0.7671064743786437"
"2017-07-20","0.7706535141800246"
"2017-07-21","0.7711289327575571"
"2017-07-24","0.7675775253300584"
"2017-07-25","0.7665184730952016"
"2017-07-26","0.7664009809932557"
"2017-07-27","0.7654037504783774"
"2017-07-28","0.7619628162145687"
"2017-07-31","0.7578053955744164"
"2017-08-01","0.7572315614114796"
"2017-08-02","0.7555152614082804"
"2017-08-03","0.7608034083992696"
"2017-08-04","0.7671064743786437"
"2017-08-07","0.7679901697258275"
"2017-08-08","0.7711289327575571"
"2017-08-09","0.7694083249980764"
"2017-08-10","0.7705347511172753"
"2017-08-11","0.769941484447182"
"2017-08-14","0.770712909441233"
"2017-08-15","0.7774840615767377"
"2017-08-16","0.7776049766718507"
"2017-08-17","0.7759155803848542"
"2017-08-18","0.7783918424534911"
"2017-08-21","0.7750135627373479"
"2017-08-22","0.7791803023219572"
"2017-08-23","0.7820442637053258"
"2017-08-24","0.7811279487580065"
"2017-08-25","0.7768197001475957"
"2017-08-28","0.7735746886361878"
"2017-08-29","0.7729767334003246"
"2017-08-30","0.7731560228854182"
"2017-08-31","0.7759155803848542"
"2017-09-01","0.7708911501695961"
"2017-09-05","0.7684623069238454"
"2017-09-06","0.7649353629618297"
"2017-09-07","0.7637085688101422"
"2017-09-08","0.7569449701006737"
"2017-09-11","0.7591285204585136"
"2017-09-12","0.753012048192771"
"2017-09-13","0.7565441065214101"
"2017-09-14","0.7463800567248843"
"2017-09-15","0.7364854912358227"
"2017-09-18","0.7415647015202076"
"2017-09-19","0.7398091292446549"
"2017-09-20","0.7372456502506635"
"2017-09-21","0.7365939893930465"
"2017-09-22","0.7390436774813391"
"2017-09-25","0.7431076763022962"
"2017-09-26","0.7450454477723141"
"2017-09-27","0.7462129691814043"
"2017-09-28","0.744324525493115"
"2017-09-29","0.7461572899567228"
"2017-10-02","0.753693096171239"
"2017-10-03","0.7546600256584409"
"2017-10-04","0.753693096171239"
"2017-10-05","0.7614986293024673"
"2017-10-06","0.7655209369976269"
"2017-10-10","0.7567158531971245"
"2017-10-11","0.757002271006813"
"2017-10-12","0.7590708972218005"
"2017-10-13","0.751653638003608"
"2017-10-16","0.7527286413248024"
"2017-10-17","0.7586102260658474"
"2017-10-18","0.758552681483729"
"2017-10-19","0.7586677793794098"
"2017-10-20","0.758782912208817"
"2017-10-23","0.7575183698204682"
"2017-10-24","0.7619628162145687"
"2017-10-25","0.7546030787805614"
"2017-10-26","0.7586677793794098"
"2017-10-27","0.7628928898382668"
"2017-10-30","0.7578628268283442"
"2017-10-31","0.7529553497477599"
"2017-11-01","0.75431847325941"
"2017-11-02","0.7652280379553107"
"2017-11-03","0.7652865998316369"
"2017-11-06","0.7607455306200076"
"2017-11-07","0.7603406326034063"
"2017-11-08","0.7628928898382668"
"2017-11-09","0.7614406457016676"
"2017-11-13","0.7633005114113426"
"2017-11-14","0.7617306520414382"
"2017-11-15","0.759589821496392"
"2017-11-16","0.7577479730241721"
"2017-11-17","0.7563152321887763"
"2017-11-20","0.7552299675251114"
"2017-11-21","0.7557436517533254"
"2017-11-22","0.7523888345496953"
"2017-11-24","0.7498500299940013"
"2017-11-27","0.7500187504687618"
"2017-11-28","0.7558007709167863"
"2017-11-29","0.7442691277165824"
"2017-11-30","0.7404116688879017"
"2017-12-01","0.7404664938911514"
"2017-12-04","0.7426661715558857"
"2017-12-05","0.7434944237918216"
"2017-12-06","0.7472724555372888"
"2017-12-07","0.7444907683144729"
"2017-12-08","0.7481110196753198"
"2017-12-11","0.7483349547257352"
"2017-12-12","0.750581700818134"
"2017-12-13","0.7482229704451927"
"2017-12-14","0.744047619047619"
"2017-12-15","0.7509762691498949"
"2017-12-18","0.7463800567248843"
"2017-12-19","0.7487271638215035"
"2017-12-20","0.7458233890214797"
"2017-12-21","0.7478312892611427"
"2017-12-22","0.7474400179385604"
"2017-12-26","0.7479991024010771"
"2017-12-27","0.7461016190405133"
"2017-12-28","0.7434944237918216"
"2017-12-29","0.7391529307413703"
"2018-01-02","0.7355104442483084"
"2018-01-03","0.7395355716609968"
"2018-01-04","0.738606987222099"
"2018-01-05","0.737354372511429"
"2018-01-08","0.7371369600471768"
"2018-01-09","0.7397544015386892"
"2018-01-10","0.7400281210686006"
"2018-01-11","0.7383888355608063"
"2018-01-12","0.7305135510263715"
"2018-01-16","0.7260055176419341"
"2018-01-17","0.7233796296296295"
"2018-01-18","0.7199942400460796"
"2018-01-19","0.7216569242981887"
"2018-01-22","0.7171543316121629"
"2018-01-23","0.715922107674685"
"2018-01-24","0.704324552753909"
"2018-01-25","0.7010656197420079"
"2018-01-26","0.7052683546089288"
"2018-01-29","0.7121492664862555"
"2018-01-30","0.7080147267063155"
"2018-01-31","0.704721634954193"
"2018-02-01","0.7019021548396153"
"2018-02-02","0.7079144839303412"
"2018-02-05","0.713165026387106"
